INSTNM,STABBR,LATITUDE,LONGITUDE,LOCALE,TUITIONFEE_IN,TUITIONFEE_OUT,C150_4,COUNT_WNE_3YR,COUNT_NWNE_3YR,EMPLOYMENT RATE,Rank_Tuition,Rank_Grad_Rate,Rank_Employment_Rate,Tuition_Avg
American Institute of Alternative Medicine,OH,40.102441999999996,-82.988733,11.0,14338.0,14338.0,0.7727,225.0,13.0,0.9453781512605042,0.3458183683940482,0.12914485165794065,0.5548271752085816,14338.0
Universidad Pentecostal Mizpa,PR,18.358258,-66.08511700000001,11.0,4220.0,4220.0,0.3571,18.0,15.0,0.5454545454545454,0.01590559261159569,0.7655613728912158,0.9946364719904648,4220.0
Nevada State College,NV,35.982345,-114.93804399999999,41.0,5438.0,17458.0,0.1862,120.0,14.0,0.8955223880597015,0.20882503848127246,0.9464805119255381,0.8766388557806913,11448.0
California State University-Channel Islands,CA,34.162949,-119.04356000000001,22.0,6817.0,18697.0,0.5478,1028.0,65.0,0.9405306495882891,0.2596203181118522,0.4630599185573008,0.6126340882002383,12757.0
Franklin W Olin College of Engineering,MA,42.293527000000005,-71.263378,21.0,53736.0,53736.0,0.9259,65.0,2.0,0.9701492537313433,0.9687018984094408,0.019197207678883072,0.16805721096543505,53736.0
Pennsylvania College of Health Sciences,PA,40.060419,-76.247035,21.0,28412.0,28412.0,0.6609,408.0,5.0,0.9878934624697336,0.6726526423807081,0.2670157068062827,0.013706793802145411,28412.0
St Louis College of Health Careers-Fenton,MO,38.544635,-90.470904,21.0,,,0.6973,456.0,26.0,0.946058091286307,,0.2164048865619546,0.5452920143027413,
Grantham University,KS,38.922579999999996,-94.771491,13.0,6540.0,6540.0,0.2419,220.0,14.0,0.9401709401709402,0.06772703950743972,0.8993600930773705,0.6191895113230036,6540.0
University of the Potomac-VA Campus,VA,38.906944,-77.216062,21.0,15804.0,15804.0,0.4,80.0,8.0,0.9090909090909091,0.39456131349409956,0.7027341477603257,0.8307508939213349,15804.0
Pacific College of Health Science-Chicago,IL,41.886588,-87.625488,11.0,6880.0,6880.0,0.6,104.0,16.0,0.8666666666666667,0.07850179579271421,0.36300174520069806,0.9231227651966627,6880.0
University of Antelope Valley,CA,34.683587,-118.13496799999999,21.0,,,0.6929,591.0,72.0,0.8914027149321267,,0.222803955788249,0.8897497020262217,
Faith International University,WA,47.280167999999996,-122.51687,12.0,7875.0,7875.0,0.7143,29.0,9.0,0.7631578947368421,0.10415597742432016,0.19429901105293776,0.9618593563766389,7875.0
West Coast University-Los Angeles,CA,34.187134,-118.39941,11.0,34835.0,34835.0,0.1667,1897.0,42.0,0.9783393501805054,0.7896357106208312,0.9592786503781268,0.07151370679380215,34835.0
Williamson Christian College,TN,35.95616,-86.828311,13.0,13525.0,13525.0,1.0,14.0,1.0,0.9333333333333333,0.3078501795792714,0.0005817335660267597,0.6847437425506555,13525.0
DigiPen Institute of Technology,WA,47.68871,-122.150603,13.0,31340.0,31340.0,0.4655,155.0,9.0,0.9451219512195121,0.7265264238070805,0.6020942408376964,0.5601907032181168,31340.0
Dewey University-Hato Rey,PR,18.417614,-66.043033,11.0,5925.0,5925.0,0.6389,1157.0,922.0,0.5565175565175565,0.051821446895844024,0.2995927865037813,0.9922526817640047,5925.0
American College of Healthcare Sciences,OR,45.486902,-122.675858,11.0,10800.0,10800.0,0.1667,,,,0.1780400205233453,0.9592786503781268,,10800.0
Strayer University-Tennessee,TN,35.077513,-89.89925500000001,11.0,13380.0,13380.0,0.0,4275.0,291.0,0.9362680683311432,0.29810159055926116,1.0,0.6609058402860548,13380.0
Strayer University-Pennsylvania,PA,40.137976,-74.965749,21.0,13380.0,13380.0,0.1667,4275.0,291.0,0.9362680683311432,0.29810159055926116,0.9592786503781268,0.6609058402860548,13380.0
Brookline College-Albuquerque,NM,35.08781,-106.68749,11.0,,,0.5517,1638.0,184.0,0.8990120746432492,,0.4566608493310064,0.864719904648391,
Northcentral University,CA,32.910804999999996,-117.243889,11.0,,,,144.0,11.0,0.9290322580645162,,,0.7216924910607867,
Hussian College-Daymar College Murfreesboro,TN,35.815421,-86.40236999999999,12.0,15000.0,15000.0,0.6739,32.0,6.0,0.8421052631578947,0.36685479733196513,0.24607329842931938,0.9427890345649583,15000.0
Baptist University of the Americas,TX,29.34998,-98.546081,11.0,6240.0,6240.0,0.3333,9.0,0.0,1.0,0.06054386865059005,0.7998836532867947,0.0005959475566150178,6240.0
Beis Medrash Heichal Dovid,NY,40.596845,-73.751633,11.0,9500.0,9500.0,0.2917,6.0,3.0,0.6666666666666666,0.13853258081067213,0.8510762070971495,0.9809296781883194,9500.0
Charlotte Christian College and Theological Seminary,NC,35.159664,-80.73719399999999,11.0,10368.0,10368.0,0.375,15.0,2.0,0.8823529411764706,0.16521292970754234,0.7388016288539849,0.9034564958283671,10368.0
Nightingale College,UT,40.76528,-111.890777,12.0,,,,102.0,6.0,0.9444444444444444,,,0.566746126340882,
Flagler College-Tallahassee,FL,30.443865999999996,-84.339,12.0,,,,946.0,64.0,0.9366336633663367,,,0.6585220500595947,
American InterContinental University,AZ,33.278816,-111.80403600000001,41.0,11937.0,11937.0,0.1702,3465.0,480.0,0.8783269961977186,0.2262698819907645,0.9575334496800465,0.9100119189511323,11937.0
American InterContinental University-Houston,TX,29.728215999999996,-95.548302,11.0,14640.0,14640.0,0.3548,3465.0,480.0,0.8783269961977186,0.3550538737814264,0.7673065735892961,0.9100119189511323,14640.0
University of California-Merced,CA,37.366237,-120.424944,41.0,13538.0,42530.0,0.6615,1077.0,83.0,0.928448275862069,0.6675218060543868,0.2658522396742292,0.7270560190703218,28034.0
Remington College-North Houston Campus,TX,29.946769,-95.424881,11.0,15610.0,15610.0,0.6263,6349.0,749.0,0.8944773175542406,0.387891226269882,0.3251890634089587,0.8796185935637664,15610.0
Central Methodist University-College of Graduate and Extended Studies,MO,39.150496999999994,-92.685253,32.0,5760.0,5760.0,,830.0,31.0,0.9639953542392566,0.04720369420215495,,0.26758045292014304,5760.0
University of Phoenix-New Jersey,NJ,40.726763,-74.03313100000001,11.0,,,0.0962,55291.0,6212.0,0.8989967969042161,,0.987783595113438,0.865315852205006,
Neumont College of Computer Science,UT,40.766096000000005,-111.890573,12.0,24750.0,24750.0,0.6184,125.0,5.0,0.9615384615384616,0.6115956900974859,0.3344968004653869,0.31287246722288437,24750.0
Johnson & Wales University-Charlotte,NC,35.233502,-80.851208,11.0,32441.0,32441.0,0.5717,5480.0,199.0,0.9649586194752597,0.7491021036428938,0.42408376963350786,0.2520858164481526,32441.0
Roseman University of Health Sciences,NV,36.073182,-115.064633,11.0,,,,206.0,3.0,0.9856459330143541,,,0.02205005959475566,
Ave Maria University,FL,26.335983000000002,-81.43894499999999,42.0,20850.0,20850.0,0.5551,166.0,19.0,0.8972972972972973,0.5454079014879425,0.4514252472367656,0.8712753277711561,20850.0
Ecclesia College,AR,36.2141,-94.236643,41.0,15140.0,15140.0,0.2,27.0,2.0,0.9310344827586207,0.3745510518214469,0.9360093077370564,0.7067938021454112,15140.0
Los Angeles College of Music,CA,34.139293,-118.15011299999999,12.0,24304.0,24304.0,0.7742,26.0,5.0,0.8387096774193549,0.6069779374037968,0.1273996509598604,0.9439809296781884,24304.0
Maple Springs Baptist Bible College and Seminary,MD,38.863479999999996,-76.942465,21.0,5400.0,5400.0,0.0,,,,0.03591585428424833,1.0,,5400.0
Stanbridge University,CA,33.678878999999995,-117.85763600000001,11.0,,,0.6748,599.0,24.0,0.9614767255216693,,0.2443280977312391,0.3140643623361144,
Uta Mesivta of Kiryas Joel,NY,41.333864,-74.161179,21.0,12000.0,12000.0,0.8655,473.0,143.0,0.7678571428571429,0.2293483837865572,0.054682955206515414,0.9606674612634089,12000.0
Harrisburg University of Science and Technology,PA,40.26193,-76.880261,13.0,23900.0,23900.0,0.4286,38.0,3.0,0.926829268292683,0.5977424320164186,0.6643397324025596,0.7383790226460072,23900.0
United States University,CA,32.7769,-117.154904,11.0,10800.0,10800.0,0.0,94.0,5.0,0.9494949494949495,0.1780400205233453,1.0,0.49761620977353993,10800.0
AmeriTech College-Draper,UT,40.527932,-111.89279199999999,21.0,14220.0,14220.0,0.2687,604.0,91.0,0.8690647482014389,0.3391482811698307,0.8784176847004073,0.9213349225268176,14220.0
Eagle Gate College-Layton,UT,41.073374,-111.97388500000001,21.0,13605.0,13605.0,0.746,647.0,62.0,0.9125528913963329,0.31400718317085685,0.15474112856311809,0.8158522050059595,13605.0
SAE Expression College,CA,37.847631,-122.2954,21.0,26079.0,26079.0,0.5909,242.0,21.0,0.9201520912547528,0.6326321190354027,0.3816172193135544,0.7777115613825983,26079.0
Georgia Gwinnett College,GA,33.979409000000004,-84.00459000000001,21.0,5634.0,16348.0,0.1673,443.0,32.0,0.9326315789473684,0.18419702411493075,0.9586969168121,0.6924910607866508,10991.0
SUM Bible College and Theological Seminary,CA,38.620464,-121.05568400000001,41.0,9964.0,9964.0,0.3594,92.0,11.0,0.8932038834951457,0.15033350436121087,0.7626527050610821,0.8837902264600715,9964.0
Doane University-Graduate and Professional Studies,NE,40.815540999999996,-96.650758,11.0,11370.0,11370.0,,526.0,13.0,0.9758812615955473,0.2047203694202155,,0.09773539928486293,11370.0
Eastern International College-Belleville,NJ,40.789635,-74.152439,21.0,21225.0,21225.0,0.7742,148.0,14.0,0.9135802469135802,0.5505387378142638,0.1273996509598604,0.8134684147794994,21225.0
Rasmussen College-Illinois,IL,42.267628,-88.99885400000001,12.0,10935.0,10935.0,0.3,6837.0,446.0,0.9387614993821227,0.18111852231913803,0.840023269342641,0.636471990464839,10935.0
University of South Florida-St Petersburg,FL,27.763871999999996,-82.636136,11.0,5821.0,16736.0,0.3372,8688.0,569.0,0.9385330020525008,0.2016418676244228,0.7952297847585805,0.6376638855780691,11278.5
Arizona State University-Downtown Phoenix,AZ,33.452914,-112.07347,11.0,10822.0,28336.0,0.6948,13792.0,962.0,0.9347973430933983,0.521806054386865,0.2193135543920884,0.6752085816448152,19579.0
Strayer University-Florida,FL,27.997442,-82.35991,21.0,13380.0,13380.0,0.2857,4275.0,291.0,0.9362680683311432,0.29810159055926116,0.8609656777196044,0.6609058402860548,13380.0
Dewey University-Juana Diaz,PR,18.057023,-66.50928499999999,23.0,7495.0,7495.0,0.648,1157.0,922.0,0.5565175565175565,0.09543355566957414,0.2844677137870855,0.9922526817640047,7495.0
American Public University System,WV,39.287826,-77.86012099999999,31.0,6880.0,6880.0,0.4212,3586.0,360.0,0.9087683730359858,0.07850179579271421,0.6783013379872018,0.831942789034565,6880.0
Huntsville Bible College,AL,34.750363,-86.594888,12.0,4560.0,4560.0,0.3333,,,,0.024114930733709596,0.7998836532867947,,4560.0
Bais Medrash Toras Chesed,NJ,40.099703999999996,-74.21127,13.0,6400.0,6400.0,0.25,12.0,1.0,0.9230769230769231,0.064648537711647,0.8923792902850495,0.7586412395709178,6400.0
Visible Music College,TN,35.144586,-90.04938100000001,11.0,19500.0,19500.0,0.4091,31.0,1.0,0.96875,0.5202668034889687,0.6916812100058173,0.18891537544696066,19500.0
University of the West,CA,34.045984999999995,-118.08296399999999,21.0,12592.0,12592.0,0.4815,16.0,1.0,0.9411764705882353,0.25192406362237046,0.5718440954043048,0.6078665077473182,12592.0
American College of Education,IN,39.76975,-86.160161,11.0,,,,,,,,,,
South University-Tampa,FL,27.982269,-82.500357,11.0,17014.0,17014.0,0.2353,3691.0,346.0,0.9142927916769878,0.43560800410466904,0.9057591623036649,0.8087008343265792,17014.0
Averett University-Non-Traditional Programs,VA,36.577287,-79.413203,32.0,11520.0,11520.0,,463.0,23.0,0.9526748971193416,0.21190354027706515,,0.4469606674612634,11520.0
Strayer University-Delaware,DE,39.686127,-75.660093,21.0,13380.0,13380.0,,4275.0,291.0,0.9362680683311432,0.29810159055926116,,0.6609058402860548,13380.0
Strayer University-Alabama,AL,33.43872,-86.71766099999999,12.0,13380.0,13380.0,0.5,4275.0,291.0,0.9362680683311432,0.29810159055926116,0.5386852821407795,0.6609058402860548,13380.0
Rasmussen College-Wisconsin,WI,44.526244,-88.080783,12.0,10935.0,10935.0,0.2759,6837.0,446.0,0.9387614993821227,0.18111852231913803,0.8708551483420593,0.636471990464839,10935.0
Columbia Southern University,AL,30.329288000000002,-87.653162,31.0,5535.0,5535.0,0.24100000000000002,2641.0,173.0,0.9385216773276475,0.04155977424320164,0.8999418266433973,0.6382598331346842,5535.0
Miami Regional University,FL,25.810667000000002,-80.26700699999999,21.0,,,0.7131,545.0,40.0,0.9316239316239316,,0.19720767888307156,0.702622169249106,
Yeshivas Be'er Yitzchok,NJ,40.682465,-74.213255,21.0,10900.0,10900.0,0.3333,17.0,5.0,0.7727272727272727,0.18009235505387378,0.7998836532867947,0.9594755661501788,10900.0
Yeshiva Toras Chaim,NJ,40.098692,-74.18214300000001,21.0,12250.0,12250.0,0.2,,,,0.2375577219086711,0.9360093077370564,,12250.0
Talmudical Seminary of Bobov,NY,40.634485,-73.995378,11.0,10200.0,10200.0,0.5,71.0,32.0,0.6893203883495146,0.1585428424833248,0.5386852821407795,0.9731823599523242,10200.0
Southwest University at El Paso,TX,31.788346,-106.41315800000001,11.0,15500.0,15500.0,0.6765,1149.0,145.0,0.8879443585780525,0.38378655720882504,0.24316463059918558,0.8927294398092968,15500.0
University of South Florida-Sarasota-Manatee,FL,27.391579999999998,-82.562725,21.0,5587.0,16501.0,,8688.0,569.0,0.9385330020525008,0.1883016931759877,,0.6376638855780691,11044.0
CEM College-Bayamon,PR,18.398651,-66.155406,12.0,7425.0,7425.0,0.4817,555.0,468.0,0.5425219941348973,0.09492047203694202,0.5706806282722513,0.9952324195470799,7425.0
Bryant & Stratton College-Wauwatosa,WI,43.043215000000004,-88.050983,21.0,18011.0,18011.0,0.3043,3966.0,341.0,0.9208265614116554,0.47819394561313494,0.8347876672484003,0.7759237187127532,18011.0
The Art Institute of Austin,TX,30.479035999999997,-97.675263,12.0,17568.0,17568.0,0.2102,1297.0,148.0,0.8975778546712803,0.4586967675731144,0.9290285049447353,0.8700834326579261,17568.0
Remington College-Shreveport Campus,LA,32.403166,-93.793578,12.0,15786.0,15786.0,0.5925,6349.0,749.0,0.8944773175542406,0.3930220625962032,0.3787085514834206,0.8796185935637664,15786.0
Strayer University-North Carolina,NC,35.86546,-78.822452,21.0,13380.0,13380.0,0.25,4275.0,291.0,0.9362680683311432,0.29810159055926116,0.8923792902850495,0.6609058402860548,13380.0
Strayer University-New Jersey,NJ,39.939316,-75.015401,21.0,13380.0,13380.0,0.0,4275.0,291.0,0.9362680683311432,0.29810159055926116,1.0,0.6609058402860548,13380.0
The King's College,NY,40.706677,-74.012342,11.0,36450.0,36450.0,0.5124,124.0,4.0,0.96875,0.8127244740892765,0.5212332751599767,0.18891537544696066,36450.0
Chamberlain University-Illinois,IL,41.949727,-88.038558,21.0,19375.0,19375.0,0.5,4025.0,76.0,0.9814679346500853,0.5177013853258081,0.5386852821407795,0.04469606674612634,19375.0
Chamberlain University-Ohio,OH,39.940449,-82.940493,11.0,19375.0,19375.0,0.0,4025.0,76.0,0.9814679346500853,0.5177013853258081,1.0,0.04469606674612634,19375.0
Chamberlain University-Arizona,AZ,33.56573,-112.104421,11.0,19375.0,19375.0,0.6667,4025.0,76.0,0.9814679346500853,0.5177013853258081,0.2559627690517743,0.04469606674612634,19375.0
Ottawa University-Online,KS,38.602351,-95.264165,32.0,,,,399.0,21.0,0.95,,,0.48867699642431467,
Institute of Production and Recording,MN,44.982063000000004,-93.27201099999999,11.0,19776.0,19776.0,0.5208,132.0,6.0,0.9565217391304348,0.5253976398152899,0.508435136707388,0.3903456495828367,19776.0
Taft University System,CO,39.656632,-105.08381499999999,12.0,,,,6.0,0.0,1.0,,,0.0005959475566150178,
Aspen University,CO,39.68614,-104.93911100000001,11.0,3920.0,3920.0,0.1818,7.0,1.0,0.875,0.008722421754746024,0.951716114019779,0.9159713945172825,3920.0
Denver College of Nursing,CO,39.753029999999995,-104.994725,11.0,,,,496.0,8.0,0.9841269841269841,,,0.028605482717520857,
Yeshiva of Machzikai Hadas,NY,40.638194,-73.98785500000001,11.0,9200.0,9200.0,0.4648,37.0,16.0,0.6981132075471698,0.1318624935864546,0.6026759744037231,0.9707985697258641,9200.0
The Chicago School of Professional Psychology at Los Angeles,CA,34.047958,-118.257251,11.0,14738.0,14738.0,,24.0,1.0,0.96,0.35967162647511547,,0.33790226460071515,14738.0
Providence Christian College,CA,34.149327,-118.141062,12.0,30370.0,30370.0,0.3333,13.0,2.0,0.8666666666666667,0.7126731657260134,0.7998836532867947,0.9231227651966627,30370.0
Polytechnic University of Puerto Rico-Miami,FL,25.80915,-80.328482,13.0,12525.0,12525.0,0.0,377.0,41.0,0.9019138755980861,0.24884556182657774,1.0,0.8569725864123957,12525.0
Polytechnic University of Puerto Rico-Orlando,FL,28.551579999999998,-81.253943,21.0,12030.0,12030.0,0.0,377.0,41.0,0.9019138755980861,0.23088763468445356,1.0,0.8569725864123957,12030.0
Strayer University-West Virginia,WV,38.454703,-81.928375,22.0,13380.0,13380.0,,4275.0,291.0,0.9362680683311432,0.29810159055926116,,0.6609058402860548,13380.0
University of Minnesota-Rochester,MN,44.022339,-92.463471,12.0,13352.0,13352.0,0.5857,7156.0,274.0,0.9631224764468371,0.2939969214982042,0.39383362420011636,0.2830750893921335,13352.0
Homestead Schools,CA,33.809096000000004,-118.35009,12.0,,,1.0,145.0,10.0,0.9354838709677419,,0.0005817335660267597,0.6704410011918951,
Chamberlain University-Florida,FL,30.243516999999997,-81.586421,11.0,19375.0,19375.0,,4025.0,76.0,0.9814679346500853,0.5177013853258081,,0.04469606674612634,19375.0
Horizon University,IN,39.894653999999996,-85.986809,21.0,9300.0,9300.0,,6.0,1.0,0.8571428571428571,0.13288866085171883,,0.933253873659118,9300.0
Angeles College,CA,34.061223,-118.29903,11.0,,,0.7143,66.0,6.0,0.9166666666666666,,0.19429901105293776,0.799165673420739,
University of Fort Lauderdale,FL,26.147098,-80.204938,21.0,7410.0,7410.0,0.5,,,,0.09389430477167779,0.5386852821407795,,7410.0
Pacific Rim Christian University,HI,21.328198,-157.88837900000001,11.0,10460.0,10460.0,0.2857,14.0,0.0,1.0,0.16829143150333503,0.8609656777196044,0.0005959475566150178,10460.0
Ambria College of Nursing,IL,42.075628,-88.2109,13.0,,,0.6667,107.0,4.0,0.963963963963964,,0.2559627690517743,0.2693682955899881,
American Business and Technology University,MO,39.779095,-94.819797,13.0,,,0.5965,72.0,26.0,0.7346938775510204,,0.3711460151250727,0.9648390941597139,
City Vision University,MO,39.101164000000004,-94.569475,11.0,5600.0,5600.0,1.0,13.0,3.0,0.8125,0.04361210877373012,0.0005817335660267597,0.9511323003575686,5600.0
Bethel College,VA,37.041270000000004,-76.409526,12.0,8420.0,8420.0,0.8333,6.0,0.0,1.0,0.11544381734222678,0.08027923211169284,0.0005959475566150178,8420.0
West Coast University-Orange County,CA,33.811040000000006,-117.91181100000001,11.0,34835.0,34835.0,0.3636,1897.0,42.0,0.9783393501805054,0.7896357106208312,0.7579988365328679,0.07151370679380215,34835.0
West Coast University-Ontario,CA,34.066590999999995,-117.59003500000001,12.0,34835.0,34835.0,0.6,1897.0,42.0,0.9783393501805054,0.7896357106208312,0.36300174520069806,0.07151370679380215,34835.0
The Art Institute of Virginia Beach,VA,36.842383,-76.131737,11.0,17496.0,17496.0,0.3462,1765.0,195.0,0.9005102040816326,0.45202668034889687,0.7830133798720186,0.8593563766388558,17496.0
Bryant & Stratton College-Bayshore,WI,43.118941,-87.9154,21.0,17565.0,17565.0,0.102,3966.0,341.0,0.9208265614116554,0.4581836839404823,0.9860383944153578,0.7759237187127532,17565.0
Strayer University-Arkansas,AR,34.74735,-92.39603100000001,12.0,13380.0,13380.0,,4275.0,291.0,0.9362680683311432,0.29810159055926116,,0.6609058402860548,13380.0
Strayer University-Georgia,GA,33.874235999999996,-84.275624,21.0,13380.0,13380.0,0.0,4275.0,291.0,0.9362680683311432,0.29810159055926116,1.0,0.6609058402860548,13380.0
